off_class,confidence,PMID,Journal
a_program,1,20444876,Nucleic Acids Res
a_program,0.7291,18448469,Nucleic Acids Res
a_program,1,18445633,Nucleic Acids Res
a_program,0.6506,17142240,Nucleic Acids Res
a_program,1,17483511,Nucleic Acids Res
a_program,1,17130158,Nucleic Acids Res
a_program,0.6667,17003050,Nucleic Acids Res
a_program,0.5808,12824342,Nucleic Acids Res
a_program,0.4064,11125072,Nucleic Acids Res
a_program,1,24906883,Nucleic Acids Res
a_program,1,23193260,Nucleic Acids Res
a_program,1,21609955,Nucleic Acids Res
a_program,1,20444873,Nucleic Acids Res
a_program,0.7101,19465390,Nucleic Acids Res
a_program,1,19491310,Nucleic Acids Res
a_program,1,18854357,Nucleic Acids Res
a_program,1,17932069,Nucleic Acids Res
a_program,1,17488837,Nucleic Acids Res
a_program,1,15980464,Nucleic Acids Res
a_program,0.6124,15215372,Nucleic Acids Res
a_program,0.7389,15215357,Nucleic Acids Res
a_program,0.6568,12824368,Nucleic Acids Res
a_program,1,12520064,Nucleic Acids Res
a_program,1,12824414,Nucleic Acids Res
a_program,0.5979,25399417,Nucleic Acids Res
a_program,0.6667,24038354,Nucleic Acids Res
a_program,0.6918,24829458,Nucleic Acids Res
a_program,1,24831546,Nucleic Acids Res
a_program,1,24838562,Nucleic Acids Res
a_program,1,24771339,Nucleic Acids Res
a_program,0.5905,23677617,Nucleic Acids Res
a_program,0.6746,23700313,Nucleic Acids Res
a_program,1,23783574,Nucleic Acids Res
a_program,1,23737445,Nucleic Acids Res
a_program,1,23761453,Nucleic Acids Res
a_program,1,23262226,Nucleic Acids Res
a_program,0.708,22675071,Nucleic Acids Res
a_program,1,22553364,Nucleic Acids Res
a_program,1,22492627,Nucleic Acids Res
a_program,1,22689646,Nucleic Acids Res
a_program,1,22693210,Nucleic Acids Res
a_program,1,22693215,Nucleic Acids Res
a_program,1,22649056,Nucleic Acids Res
a_program,1,22661576,Nucleic Acids Res
a_program,1,21653547,Nucleic Acids Res
a_program,1,21622655,Nucleic Acids Res
a_program,1,21593125,Nucleic Acids Res
a_program,1,20519202,Nucleic Acids Res
a_program,1,20530531,Nucleic Acids Res
a_program,0.6609,19420068,Nucleic Acids Res
a_program,0.7208,19417074,Nucleic Acids Res
a_program,1,19528077,Nucleic Acids Res
a_program,1,19039001,Nucleic Acids Res
a_program,1,18411203,Nucleic Acids Res
a_program,1,18483079,Nucleic Acids Res
a_program,1,17526527,Nucleic Acids Res
a_program,0.7367,16845063,Nucleic Acids Res
a_program,1,16845065,Nucleic Acids Res
a_program,0.6167,9399835,Nucleic Acids Res
a_program,0.6508,23203984,Nucleic Acids Res
a_program,1,23761452,Nucleic Acids Res
a_program,1,22064856,Nucleic Acids Res
a_program,0.7328,20876685,Nucleic Acids Res
a_program,1,21715383,Nucleic Acids Res
a_program,0.6522,19420063,Nucleic Acids Res
a_program,1,19656955,Nucleic Acids Res
a_program,1,19494180,Nucleic Acids Res
a_program,1,19036787,Nucleic Acids Res
a_program,0.3977,18480121,Nucleic Acids Res
a_program,1,18502776,Nucleic Acids Res
a_program,1,17485479,Nucleic Acids Res
a_program,0.4319,16381963,Nucleic Acids Res
a_program,0.5968,16381847,Nucleic Acids Res
a_program,1,15980486,Nucleic Acids Res
a_program,1,15980488,Nucleic Acids Res
a_program,1,15980539,Nucleic Acids Res
a_program,1,15980577,Nucleic Acids Res
a_program,0.4272,12520051,Nucleic Acids Res
a_program,0.5854,12824355,Nucleic Acids Res
a_program,0.6788,12520027,Nucleic Acids Res
a_program,1,12824437,Nucleic Acids Res
a_program,1,25378338,Nucleic Acids Res
a_program,1,25332403,Nucleic Acids Res
a_program,0.6201,24362841,Nucleic Acids Res
a_program,0.631,24150944,Nucleic Acids Res
a_program,0.6641,24829447,Nucleic Acids Res
a_program,1,24848016,Nucleic Acids Res
a_program,1,24753427,Nucleic Acids Res
a_program,1,24753414,Nucleic Acids Res
a_program,1,24878920,Nucleic Acids Res
a_program,0.4202,23975194,Nucleic Acids Res
a_program,0.5767,23012261,Nucleic Acids Res
a_program,0.6559,23761454,Nucleic Acids Res
a_program,0.6667,23703204,Nucleic Acids Res
a_program,0.6667,23766288,Nucleic Acids Res
a_program,0.7266,23185044,Nucleic Acids Res
a_program,0.7285,23012263,Nucleic Acids Res
a_program,1,23748950,Nucleic Acids Res
a_program,1,23748960,Nucleic Acids Res
a_program,1,23729472,Nucleic Acids Res
a_program,1,23685432,Nucleic Acids Res
a_program,1,23661681,Nucleic Acids Res
a_program,0.7115,22661578,Nucleic Acids Res
a_program,1,22573174,Nucleic Acids Res
a_program,0.61,22096234,Nucleic Acids Res
a_program,1,22689641,Nucleic Acids Res
a_program,1,22689637,Nucleic Acids Res
a_program,1,22693209,Nucleic Acids Res
a_program,1,22618871,Nucleic Acids Res
a_program,1,22661581,Nucleic Acids Res
a_program,0.661,21576237,Nucleic Acids Res
a_program,1,21478166,Nucleic Acids Res
a_program,1,21624889,Nucleic Acids Res
a_program,0.6612,20511590,Nucleic Acids Res
a_program,1,20176570,Nucleic Acids Res
a_program,1,20457748,Nucleic Acids Res
a_program,0.4162,18948286,Nucleic Acids Res
a_program,1,19429686,Nucleic Acids Res
a_program,1,19474338,Nucleic Acids Res
a_program,1,17553828,Nucleic Acids Res
a_program,1,17545202,Nucleic Acids Res
a_program,0.6868,16845019,Nucleic Acids Res
a_program,0.7374,16845104,Nucleic Acids Res
a_program,1,16381942,Nucleic Acids Res
a_program,1,15980446,Nucleic Acids Res
a_program,0.6745,15980587,Nucleic Acids Res
a_program,1,15980545,Nucleic Acids Res
a_program,1,12824320,Nucleic Acids Res
a_program,0.61,25392426,Nucleic Acids Res
a_program,0.7132,24861624,Nucleic Acids Res
a_program,1,24810850,Nucleic Acids Res
a_program,1,24753425,Nucleic Acids Res
a_program,1,24271388,Nucleic Acids Res
a_program,0.6639,23814184,Nucleic Acids Res
a_program,1,23671331,Nucleic Acids Res
a_program,1,23248008,Nucleic Acids Res
a_program,1,21622660,Nucleic Acids Res
a_program,0.6484,19773424,Nucleic Acids Res
a_program,0.687,19884134,Nucleic Acids Res
a_program,1,20522512,Nucleic Acids Res
a_program,0.6637,18477631,Nucleic Acids Res
a_program,0.697,18480123,Nucleic Acids Res
a_program,1,17517771,Nucleic Acids Res
a_program,1,17584790,Nucleic Acids Res
a_program,0.6579,16845070,Nucleic Acids Res
a_program,0.6729,16845099,Nucleic Acids Res
a_program,0.7183,16845075,Nucleic Acids Res
a_program,1,16845115,Nucleic Acids Res
a_program,0.706,15215363,Nucleic Acids Res
a_program,1,12824426,Nucleic Acids Res
a_program,0.414,25477382,Nucleic Acids Res
a_program,0.6143,25392418,Nucleic Acids Res
a_program,0.6667,25392424,Nucleic Acids Res
a_program,1,25378326,Nucleic Acids Res
a_program,1,25510498,Nucleic Acids Res
a_program,0.41,24137008,Nucleic Acids Res
a_program,0.599,24813450,Nucleic Acids Res
a_program,1,24792161,Nucleic Acids Res
a_program,1,24792156,Nucleic Acids Res
a_program,1,24875471,Nucleic Acids Res
a_program,1,24838565,Nucleic Acids Res
a_program,1,24848012,Nucleic Acids Res
a_program,1,24782517,Nucleic Acids Res
a_program,1,24753419,Nucleic Acids Res
a_program,1,24878925,Nucleic Acids Res
a_program,1,24322294,Nucleic Acids Res
a_program,1,24366875,Nucleic Acids Res
a_program,0.4158,23193296,Nucleic Acids Res
a_program,0.6486,23680785,Nucleic Acids Res
a_program,0.8066,23640332,Nucleic Acids Res
a_program,1,23609541,Nucleic Acids Res
a_program,1,23209027,Nucleic Acids Res
a_program,1,23742907,Nucleic Acids Res
a_program,1,23632165,Nucleic Acids Res
a_program,1,23620286,Nucleic Acids Res
a_program,1,23775795,Nucleic Acids Res
a_program,1,24005040,Nucleic Acids Res
a_program,1,22406831,Nucleic Acids Res
a_program,1,22570412,Nucleic Acids Res
a_program,1,22262732,Nucleic Acids Res
a_program,1,22139913,Nucleic Acids Res
a_program,1,22139920,Nucleic Acids Res
a_program,1,22689642,Nucleic Acids Res
a_program,1,21965536,Nucleic Acids Res
a_program,1,21646339,Nucleic Acids Res
a_program,1,21622954,Nucleic Acids Res
a_program,1,21665924,Nucleic Acids Res
a_program,1,21596778,Nucleic Acids Res
a_program,0.6988,20439313,Nucleic Acids Res
a_program,1,20501601,Nucleic Acids Res
a_program,1,20693400,Nucleic Acids Res
a_program,1,19465378,Nucleic Acids Res
a_program,0.5888,18463135,Nucleic Acids Res
a_program,1,17942430,Nucleic Acids Res
a_program,0.6786,16141193,Nucleic Acids Res
a_program,0.7246,15980590,Nucleic Acids Res
a_program,1,15980469,Nucleic Acids Res
a_program,0.584,15215387,Nucleic Acids Res
a_program,1,23700309,Nucleic Acids Res
a_program,0.6515,22135301,Nucleic Acids Res
a_program,0.6927,21415011,Nucleic Acids Res
a_program,1,21576219,Nucleic Acids Res
a_program,1,20542911,Nucleic Acids Res
a_program,0.6174,20460454,Nucleic Acids Res
a_program,1,20494974,Nucleic Acids Res
a_program,1,19483095,Nucleic Acids Res
a_program,1,18503088,Nucleic Acids Res
a_program,0.6276,17090587,Nucleic Acids Res
a_program,0.6146,16381937,Nucleic Acids Res
a_program,0.7491,16845077,Nucleic Acids Res
a_program,1,16845109,Nucleic Acids Res
a_program,1,16844999,Nucleic Acids Res
a_program,1,15980474,Nucleic Acids Res
a_program,1,15980454,Nucleic Acids Res
a_program,1,15980481,Nucleic Acids Res
a_program,1,15215348,Nucleic Acids Res
a_program,1,15215441,Nucleic Acids Res
a_program,1,15215410,Nucleic Acids Res
a_program,1,15215399,Nucleic Acids Res
a_program,1,15215382,Nucleic Acids Res
a_program,0.7182,25355510,Nucleic Acids Res
a_program,1,25262351,Nucleic Acids Res
a_program,1,25428347,Nucleic Acids Res
a_program,0.601,24799434,Nucleic Acids Res
a_program,1,25294834,Nucleic Acids Res
a_program,1,24803668,Nucleic Acids Res
a_program,1,24861622,Nucleic Acids Res
a_program,1,24861616,Nucleic Acids Res
a_program,1,24875476,Nucleic Acids Res
a_program,1,24838566,Nucleic Acids Res
a_program,1,24852251,Nucleic Acids Res
a_program,1,24848013,Nucleic Acids Res
a_program,1,24771344,Nucleic Acids Res
a_program,1,24895432,Nucleic Acids Res
a_program,1,24948611,Nucleic Acids Res
a_program,1,24343026,Nucleic Acids Res
a_program,1,24357408,Nucleic Acids Res
a_program,1,24500204,Nucleic Acids Res
a_program,1,24271393,Nucleic Acids Res
a_program,1,24178033,Nucleic Acids Res
a_program,0.7048,24049071,Nucleic Acids Res
a_program,0.7554,23748959,Nucleic Acids Res
a_program,0.7746,23671332,Nucleic Acids Res
a_program,1,23716633,Nucleic Acids Res
a_program,1,23742908,Nucleic Acids Res
a_program,1,23748951,Nucleic Acids Res
a_program,1,24174545,Nucleic Acids Res
a_program,0.6612,22618877,Nucleic Acids Res
a_program,0.664,22689643,Nucleic Acids Res
a_program,1,22941632,Nucleic Acids Res
a_program,1,22669910,Nucleic Acids Res
a_program,1,22693222,Nucleic Acids Res
a_program,1,22693216,Nucleic Acids Res
a_program,1,22821558,Nucleic Acids Res
a_program,1,21948794,Nucleic Acids Res
a_program,1,21051335,Nucleic Acids Res
a_program,1,21515632,Nucleic Acids Res
a_program,1,21622952,Nucleic Acids Res
a_program,1,21632604,Nucleic Acids Res
a_program,1,21624890,Nucleic Acids Res
a_program,0.7192,20529873,Nucleic Acids Res
a_program,1,20522511,Nucleic Acids Res
a_program,1,20525783,Nucleic Acids Res
a_program,1,20444867,Nucleic Acids Res
a_program,1,20484376,Nucleic Acids Res
a_program,0.5844,19491309,Nucleic Acids Res
a_program,0.6315,19468047,Nucleic Acids Res
a_program,0.6749,19528066,Nucleic Acids Res
a_program,0.6783,19443453,Nucleic Acids Res
a_program,0.6936,19429687,Nucleic Acids Res
a_program,0.7054,19429693,Nucleic Acids Res
a_program,1,19465381,Nucleic Acids Res
a_program,1,19528069,Nucleic Acids Res
a_program,1,18556754,Nucleic Acids Res
a_program,0.6882,17478517,Nucleic Acids Res
a_program,1,17526516,Nucleic Acids Res
a_program,0.7128,16844969,Nucleic Acids Res
a_program,0.7295,16844998,Nucleic Acids Res
a_program,0.731,16845114,Nucleic Acids Res
a_program,1,16845094,Nucleic Acids Res
a_program,1,16845055,Nucleic Acids Res
a_program,1,15980576,Nucleic Acids Res
a_program,1,25392413,Nucleic Acids Res
a_program,0.7305,22600742,Nucleic Acids Res
a_program,1,22641850,Nucleic Acids Res
a_program,1,21576226,Nucleic Acids Res
a_program,1,18820292,Nucleic Acids Res
a_program,0.69,18480122,Nucleic Acids Res
a_program,1,18515348,Nucleic Acids Res
a_program,1,17933772,Nucleic Acids Res
a_program,1,17090590,Nucleic Acids Res
a_program,0.6931,16844970,Nucleic Acids Res
a_program,1,12520004,Nucleic Acids Res
a_program,1,12824411,Nucleic Acids Res
a_program,0.4112,9016534,Nucleic Acids Res
a_program,0.4093,25378306,Nucleic Acids Res
a_program,0.6583,25873627,Nucleic Acids Res
a_program,1,24831543,Nucleic Acids Res
a_program,0.5838,25392423,Nucleic Acids Res
a_program,0.6582,24771340,Nucleic Acids Res
a_program,0.6602,24829448,Nucleic Acids Res
a_program,0.7187,24906884,Nucleic Acids Res
a_program,1,24861615,Nucleic Acids Res
a_program,1,24813445,Nucleic Acids Res
a_program,1,24813447,Nucleic Acids Res
a_program,1,24799435,Nucleic Acids Res
a_program,1,24792159,Nucleic Acids Res
a_program,1,24803671,Nucleic Acids Res
a_program,1,24803667,Nucleic Acids Res
a_program,1,24860165,Nucleic Acids Res
a_program,1,24838569,Nucleic Acids Res
a_program,1,24838561,Nucleic Acids Res
a_program,1,24782520,Nucleic Acids Res
a_program,1,24728994,Nucleic Acids Res
a_program,1,25056320,Nucleic Acids Res
a_program,0.6776,23203890,Nucleic Acids Res
a_program,0.7087,23761446,Nucleic Acids Res
a_program,0.8527,23716642,Nucleic Acids Res
a_program,1,23042248,Nucleic Acids Res
a_program,1,23716645,Nucleic Acids Res
a_program,1,23748952,Nucleic Acids Res
a_program,1,23605045,Nucleic Acids Res
a_program,1,23671335,Nucleic Acids Res
a_program,1,23677616,Nucleic Acids Res
a_program,1,23761451,Nucleic Acids Res
a_program,1,23761450,Nucleic Acids Res
a_program,1,23814189,Nucleic Acids Res
a_program,1,23408855,Nucleic Acids Res
a_program,1,23585278,Nucleic Acids Res
a_program,0.6552,22693212,Nucleic Acids Res
a_program,0.6741,22618878,Nucleic Acids Res
a_program,0.678,22693214,Nucleic Acids Res
a_program,1,22570409,Nucleic Acids Res
a_program,1,22121222,Nucleic Acids Res
a_program,1,22689640,Nucleic Acids Res
a_program,1,22675073,Nucleic Acids Res
a_program,1,22649057,Nucleic Acids Res
a_program,0.6612,21459849,Nucleic Acids Res
a_program,0.6715,21646341,Nucleic Acids Res
a_program,0.7212,21666259,Nucleic Acids Res
a_program,1,21087995,Nucleic Acids Res
a_program,0.7069,20462864,Nucleic Acids Res
a_program,1,20522510,Nucleic Acids Res
a_program,1,20435678,Nucleic Acids Res
a_program,1,20571087,Nucleic Acids Res
a_program,0.6772,19502495,Nucleic Acids Res
a_program,0.7296,16844996,Nucleic Acids Res
a_program,1,15980582,Nucleic Acids Res
a_program,1,15980439,Nucleic Acids Res
a_program,1,15215468,Nucleic Acids Res
a_program,0.4195,12824336,Nucleic Acids Res
a_program,0.5904,21558175,Nucleic Acids Res
a_program,1,12824326,Nucleic Acids Res
a_program,1,16845116,Nucleic Acids Res
a_program,1,16845036,Nucleic Acids Res
a_program,1,20501599,Nucleic Acids Res
a_program,1,19786498,Nucleic Acids Res
a_program,1,24810851,Nucleic Acids Res
a_program,0.607,24957597,Nucleic Acids Res
a_program,0.61,25392417,Nucleic Acids Res
a_program,0.6129,20833631,Nucleic Acids Res
a_program,0.6285,25414351,Nucleic Acids Res
a_program,0.6609,23609539,Nucleic Acids Res
a_program,0.6612,24297257,Nucleic Acids Res
a_program,0.6639,25404129,Nucleic Acids Res
a_program,0.69,22638586,Nucleic Acids Res
a_program,0.7187,24875479,Nucleic Acids Res
a_program,0.7231,21715384,Nucleic Acids Res
a_program,0.7352,24782523,Nucleic Acids Res
a_program,0.7372,21131285,Nucleic Acids Res
a_program,1,19465389,Nucleic Acids Res
a_program,1,22553365,Nucleic Acids Res
a_program,1,22977183,Nucleic Acids Res
a_program,1,22965123,Nucleic Acids Res
a_program,1,22689645,Nucleic Acids Res
a_program,1,22641854,Nucleic Acids Res
a_program,1,22790981,Nucleic Acids Res
a_program,1,21572105,Nucleic Acids Res
a_program,1,25249626,Nucleic Acids Res
a_program,1,25392406,Nucleic Acids Res
a_program,1,25303994,Nucleic Acids Res
a_program,1,25352556,Nucleic Acids Res
a_program,1,24829452,Nucleic Acids Res
a_program,1,24861628,Nucleic Acids Res
a_program,1,24861626,Nucleic Acids Res
a_program,1,24838570,Nucleic Acids Res
a_program,1,24852248,Nucleic Acids Res
a_program,1,24972831,Nucleic Acids Res
a_program,1,25053842,Nucleic Acids Res
a_program,1,25034693,Nucleic Acids Res
a_program,1,24878919,Nucleic Acids Res
a_program,1,25572314,Nucleic Acids Res
a_program,1,25539927,Nucleic Acids Res
a_program,1,25653163,Nucleic Acids Res
a_program,1,23716644,Nucleic Acids Res
a_program,1,23703207,Nucleic Acids Res
a_program,1,23729471,Nucleic Acids Res
a_program,1,23625965,Nucleic Acids Res
a_program,1,23640335,Nucleic Acids Res
a_program,1,24627222,Nucleic Acids Res
a_database,1,11752314,Nucleic Acids Res
a_database,0.6554,14681366,Nucleic Acids Res
a_database,0.732,9399875,Nucleic Acids Res
a_database,1,16381887,Nucleic Acids Res
a_database,1,11433032,Nucleic Acids Res
a_database,0.4145,11752305,Nucleic Acids Res
a_database,0.6667,9399863,Nucleic Acids Res
a_database,0.6612,9847171,Nucleic Acids Res
a_database,0.6455,12520017,Nucleic Acids Res
a_database,1,9671804,Nucleic Acids Res
a_database,0.7274,11125085,Nucleic Acids Res
a_database,1,9847178,Nucleic Acids Res
a_database,1,14681473,Nucleic Acids Res
a_database,0.5729,11125104,Nucleic Acids Res
a_database,1,18988623,Nucleic Acids Res
a_database,0.7081,10592181,Nucleic Acids Res
a_database,1,21071406,Nucleic Acids Res
a_database,0.6538,17108354,Nucleic Acids Res
a_database,0.6481,18477636,Nucleic Acids Res
a_database,0.7073,15608188,Nucleic Acids Res
a_database,1,18948294,Nucleic Acids Res
a_database,1,11752264,Nucleic Acids Res
a_database,0.5737,8594608,Nucleic Acids Res
a_database,1,11752328,Nucleic Acids Res
a_database,1,9847182,Nucleic Acids Res
a_database,1,16381846,Nucleic Acids Res
a_database,1,10592185,Nucleic Acids Res
a_database,0.664,16381876,Nucleic Acids Res
a_database,1,15608158,Nucleic Acids Res
a_database,1,15608165,Nucleic Acids Res
a_database,0.7194,12520066,Nucleic Acids Res
a_database,0.5749,11752330,Nucleic Acids Res
a_database,1,18984612,Nucleic Acids Res
a_database,1,12519958,Nucleic Acids Res
a_database,0.7291,17202160,Nucleic Acids Res
a_database,0.6964,11752254,Nucleic Acids Res
a_database,0.5654,11752263,Nucleic Acids Res
a_database,1,17099235,Nucleic Acids Res
a_database,0.6529,16381971,Nucleic Acids Res
a_database,1,11752322,Nucleic Acids Res
a_database,1,12519968,Nucleic Acids Res
a_database,1,12519994,Nucleic Acids Res
a_database,1,17108355,Nucleic Acids Res
a_database,1,9016498,Nucleic Acids Res
a_database,1,15608292,Nucleic Acids Res
a_database,0.727,19965774,Nucleic Acids Res
a_database,0.583,17135192,Nucleic Acids Res
a_database,1,15608159,Nucleic Acids Res
a_database,1,9847227,Nucleic Acids Res
a_database,0.6505,11752342,Nucleic Acids Res
a_database,1,17986451,Nucleic Acids Res
a_database,0.6056,11752346,Nucleic Acids Res
a_database,1,9847207,Nucleic Acids Res
a_database,1,18987003,Nucleic Acids Res
a_database,0.6582,14681367,Nucleic Acids Res
a_database,1,14681373,Nucleic Acids Res
a_database,0.3999,16381959,Nucleic Acids Res
a_database,0.5796,10592221,Nucleic Acids Res
a_database,0.6523,9399854,Nucleic Acids Res
a_database,0.6668,17999994,Nucleic Acids Res
a_database,1,14681417,Nucleic Acids Res
a_database,1,9847166,Nucleic Acids Res
a_database,1,14681472,Nucleic Acids Res
a_database,1,17962308,Nucleic Acids Res
a_database,0.7232,14681487,Nucleic Acids Res
a_database,1,9399862,Nucleic Acids Res
a_database,1,16381881,Nucleic Acids Res
a_database,1,17890243,Nucleic Acids Res
a_database,0.7131,10592225,Nucleic Acids Res
a_database,0.5598,12520041,Nucleic Acids Res
a_database,1,14681458,Nucleic Acids Res
a_database,0.7144,12519957,Nucleic Acids Res
a_database,1,18812396,Nucleic Acids Res
a_database,0.6961,17933762,Nucleic Acids Res
a_database,1,14704350,Nucleic Acids Res
a_database,0.7107,11125126,Nucleic Acids Res
a_database,0.6455,11125042,Nucleic Acids Res
a_database,1,9847218,Nucleic Acids Res
a_database,1,11752345,Nucleic Acids Res
a_database,1,14681457,Nucleic Acids Res
a_database,1,15608163,Nucleic Acids Res
a_database,0.7291,10592230,Nucleic Acids Res
a_database,1,14681431,Nucleic Acids Res
a_database,0.7223,14681482,Nucleic Acids Res
a_database,0.5755,12520035,Nucleic Acids Res
a_database,0.653,11125112,Nucleic Acids Res
a_database,0.6612,10592223,Nucleic Acids Res
a_database,0.7207,14681382,Nucleic Acids Res
a_database,0.7297,14681388,Nucleic Acids Res
a_database,1,18836196,Nucleic Acids Res
a_database,1,10592187,Nucleic Acids Res
a_database,1,17942414,Nucleic Acids Res
a_database,0.7297,16381830,Nucleic Acids Res
a_database,0.5601,11125111,Nucleic Acids Res
a_database,1,11125045,Nucleic Acids Res
a_database,1,15608255,Nucleic Acids Res
a_database,1,14681395,Nucleic Acids Res
a_database,0.7417,10592273,Nucleic Acids Res
a_database,0.7179,10592229,Nucleic Acids Res
a_database,0.7048,9016516,Nucleic Acids Res
a_database,1,19906725,Nucleic Acids Res
a_database,0.6554,11125096,Nucleic Acids Res
a_database,1,21097885,Nucleic Acids Res
a_database,1,18442992,Nucleic Acids Res
a_database,1,17202173,Nucleic Acids Res
a_database,0.6447,12519964,Nucleic Acids Res
a_database,0.6627,11752245,Nucleic Acids Res
a_database,1,17947329,Nucleic Acids Res
a_database,1,17933771,Nucleic Acids Res
a_database,1,16381956,Nucleic Acids Res
a_database,1,16381916,Nucleic Acids Res
a_database,0.7347,14681361,Nucleic Acids Res
a_database,1,9399791,Nucleic Acids Res
a_database,1,19906709,Nucleic Acids Res
a_database,0.7156,17933766,Nucleic Acids Res
a_database,1,9407141,Nucleic Acids Res
a_database,0.7488,10592258,Nucleic Acids Res
a_database,0.651,16381865,Nucleic Acids Res
a_database,0.6661,16381984,Nucleic Acids Res
a_database,0.3998,14681453,Nucleic Acids Res
a_database,0.5674,11752289,Nucleic Acids Res
a_database,0.6612,11125106,Nucleic Acids Res
a_database,1,9847222,Nucleic Acids Res
a_database,1,18978021,Nucleic Acids Res
a_database,0.6639,18524799,Nucleic Acids Res
a_database,0.688,16381975,Nucleic Acids Res
a_database,0.7248,9847203,Nucleic Acids Res
a_database,1,9399813,Nucleic Acids Res
a_database,1,9399842,Nucleic Acids Res
a_database,1,21097778,Nucleic Acids Res
a_database,1,20007148,Nucleic Acids Res
a_database,0.5517,10592184,Nucleic Acids Res
a_database,1,9847176,Nucleic Acids Res
a_database,0.7391,12520013,Nucleic Acids Res
a_database,1,17065465,Nucleic Acids Res
a_database,1,11752340,Nucleic Acids Res
a_database,0.3927,10592203,Nucleic Acids Res
a_database,1,10592215,Nucleic Acids Res
a_database,0.699,9399799,Nucleic Acids Res
a_database,0.6754,18948296,Nucleic Acids Res
a_database,0.7442,11752350,Nucleic Acids Res
a_database,0.6488,17553833,Nucleic Acids Res
a_database,0.6618,10592209,Nucleic Acids Res
a_database,1,9399822,Nucleic Acids Res
a_database,1,19900972,Nucleic Acids Res
a_database,1,17916571,Nucleic Acids Res
a_database,0.6696,17933765,Nucleic Acids Res
a_database,1,17142231,Nucleic Acids Res
a_database,1,17088283,Nucleic Acids Res
a_database,1,15608174,Nucleic Acids Res
a_database,0.644,22086956,Nucleic Acids Res
a_database,1,17175530,Nucleic Acids Res
a_database,1,15608252,Nucleic Acids Res
a_database,1,15608275,Nucleic Acids Res
a_database,1,12520063,Nucleic Acids Res
a_database,1,11752336,Nucleic Acids Res
a_database,1,10592188,Nucleic Acids Res
a_database,1,9847141,Nucleic Acids Res
a_database,1,9016537,Nucleic Acids Res
a_database,0.7155,10592265,Nucleic Acids Res
a_database,1,9399828,Nucleic Acids Res
a_database,1,9399803,Nucleic Acids Res
a_database,1,17142241,Nucleic Acids Res
a_database,0.5964,11125081,Nucleic Acids Res
a_database,0.6091,22006843,Nucleic Acids Res
a_database,0.713,18945703,Nucleic Acids Res
a_database,0.6931,17942412,Nucleic Acids Res
a_database,1,15608168,Nucleic Acids Res
a_database,0.7233,10592212,Nucleic Acids Res
a_database,1,9847149,Nucleic Acids Res
a_database,0.7134,17135185,Nucleic Acids Res
a_database,0.7107,12520036,Nucleic Acids Res
a_database,0.6315,11125086,Nucleic Acids Res
a_database,1,9016505,Nucleic Acids Res
a_database,1,21051346,Nucleic Acids Res
a_database,0.4431,17932058,Nucleic Acids Res
a_database,0.6699,16381882,Nucleic Acids Res
a_database,0.5617,11125052,Nucleic Acids Res
a_database,0.7274,10592197,Nucleic Acids Res
a_database,1,9847163,Nucleic Acids Res
a_database,0.6555,9847181,Nucleic Acids Res
a_database,1,16381845,Nucleic Acids Res
a_database,0.6504,15608264,Nucleic Acids Res
a_database,0.7205,14681462,Nucleic Acids Res
a_database,1,14681425,Nucleic Acids Res
a_database,0.5908,12519965,Nucleic Acids Res
a_database,1,11752258,Nucleic Acids Res
a_database,0.729,11752290,Nucleic Acids Res
a_database,0.7284,11125131,Nucleic Acids Res
a_database,1,9847130,Nucleic Acids Res
a_database,0.6746,8594587,Nucleic Acids Res
a_database,0.5769,16381824,Nucleic Acids Res
a_database,1,17062619,Nucleic Acids Res
a_database,1,17135204,Nucleic Acids Res
a_database,0.6557,11125084,Nucleic Acids Res
a_database,1,10592189,Nucleic Acids Res
a_database,1,9847209,Nucleic Acids Res
a_database,1,9847180,Nucleic Acids Res
a_database,1,9399841,Nucleic Acids Res
a_database,0.7291,22139928,Nucleic Acids Res
a_database,0.7174,20972215,Nucleic Acids Res
a_database,1,18039716,Nucleic Acids Res
a_database,0.6639,17478500,Nucleic Acids Res
a_database,1,15608276,Nucleic Acids Res
a_database,1,15608181,Nucleic Acids Res
a_database,1,9847192,Nucleic Acids Res
a_database,1,17986455,Nucleic Acids Res
a_database,0.6364,17065464,Nucleic Acids Res
a_database,0.7319,16381891,Nucleic Acids Res
a_database,1,15608157,Nucleic Acids Res
a_database,0.6491,14681359,Nucleic Acids Res
a_database,0.7183,11752333,Nucleic Acids Res
a_database,0.6557,11752323,Nucleic Acids Res
a_database,0.5499,10592238,Nucleic Acids Res
a_database,1,10592280,Nucleic Acids Res
a_database,1,10592245,Nucleic Acids Res
a_database,1,9399877,Nucleic Acids Res
a_database,1,19880384,Nucleic Acids Res
a_database,1,17175529,Nucleic Acids Res
a_database,0.603,15215427,Nucleic Acids Res
a_database,0.6952,8594594,Nucleic Acids Res
a_database,0.6531,10592218,Nucleic Acids Res
a_database,0.7601,17088282,Nucleic Acids Res
a_database,1,14681357,Nucleic Acids Res
a_database,0.7341,14681486,Nucleic Acids Res
a_database,0.6819,12519979,Nucleic Acids Res
a_database,0.5661,12520014,Nucleic Acids Res
a_database,0.5755,11125132,Nucleic Acids Res
a_database,0.5949,10592251,Nucleic Acids Res
a_database,1,9847224,Nucleic Acids Res
a_database,1,23118479,Nucleic Acids Res
a_database,1,21076152,Nucleic Acids Res
